,Age,CapitalGain,CapitalLoss,HoursPerWeek,Work-Class,Education,Marital_status,Ocupation,Relationship,Race,Sex,Country,prediction
11946,60,0,0,30, Private, 11th, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female, Hong,0
9740,17,0,0,40, Private, 10th, Never-married, Farming-fishing, Own-child, White, Male, United-States,0
19890,31,0,0,40, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Male, United-States,0
19580,39,0,0,40, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female, United-States,0
4183,23,0,0,40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
26483,49,0,0,38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,0
10250,33,0,0,40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States,0
29375,22,0,0,40, ?, Some-college, Never-married, ?, Own-child, White, Male, United-States,0
27140,69,0,0,50, ?, Doctorate, Married-civ-spouse, ?, Husband, White, Male, United-States,1
2282,31,0,0,40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, Mexico,0
2868,25,0,0,30, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States,0
15664,46,15024,0,50, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
31044,57,0,0,40, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male, Italy,0
15364,22,0,0,40, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
6253,42,0,0,40, Private, HS-grad, Widowed, Sales, Unmarried, White, Male, United-States,0
18144,23,0,1573,30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
19311,21,0,0,40, ?, Some-college, Never-married, ?, Own-child, White, Male, United-States,0
24390,49,0,0,50, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
20881,44,0,0,30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
12299,60,0,1485,70, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, United-States,1
11289,23,0,0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
27094,24,0,0,40, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male, United-States,0
15790,47,0,0,25, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male, United-States,0
10640,33,0,0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
10593,24,0,0,75, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female, United-States,0
12496,30,0,0,40, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female, United-States,0
31477,47,0,0,35, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States,0
21387,66,0,0,50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
23190,51,0,0,40, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
32437,19,0,0,49, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
2196,49,0,0,40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
14604,80,0,0,20, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female, United-States,0
30174,28,0,0,60, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
17877,55,0,0,40, Private, 9th, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male, Philippines,0
13376,34,0,0,40, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female, United-States,0
16889,33,0,0,50, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male, United-States,0
24509,37,0,1902,50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
9389,31,0,0,40, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States,0
7385,25,27828,0,50, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male, United-States,1
12243,55,0,0,40, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female, United-States,0
16969,46,0,0,56, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male, United-States,0
3424,37,0,0,36, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male, Mexico,0
10562,36,0,0,45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States,0
2417,24,0,0,40, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,0
3790,47,0,0,45, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male, United-States,1
13909,37,0,0,50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States,0
101,44,15024,0,60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
19093,41,0,0,7, Local-gov, Some-college, Never-married, Prof-specialty, Other-relative, White, Male, United-States,0
20148,42,0,1485,40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
21709,25,0,0,35, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male, United-States,0
12736,58,0,0,60, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,0
5789,61,0,0,40, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female, United-States,0
1243,65,0,0,59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
2639,28,0,0,40, Private, 5th-6th, Never-married, Machine-op-inspct, Not-in-family, White, Female, ?,0
12862,37,3411,0,47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male, United-States,1
8385,60,0,0,40, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female, United-States,0
1387,40,0,1564,70, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Other-relative, White, Male, Iran,0
8371,43,0,0,40, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female, United-States,0
2361,26,99999,0,60, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
32448,61,0,0,40, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
1407,39,0,0,50, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, White, Female, United-States,1
19188,27,0,0,40, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
28181,45,0,0,45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
26900,23,0,0,40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, ?,0
22759,56,0,0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,1
7519,22,0,0,40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female, United-States,0
27164,50,0,1579,65, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male, Canada,1
6840,52,0,0,40, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male, United-States,0
12160,25,0,0,25, Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States,0
22207,55,0,0,40, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Male, United-States,0
9115,38,3325,0,40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,1
10309,37,0,0,45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
8049,39,0,0,40, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, Poland,0
31388,70,6418,0,40, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,1
12652,38,0,0,40, Private, 11th, Never-married, Other-service, Own-child, Black, Female, United-States,0
30457,43,0,0,40, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
19894,23,0,0,30, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,0
5813,53,0,0,40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
19103,23,0,0,25, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
12298,28,0,0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
30886,37,0,0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
7165,20,0,0,10, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,0
29482,32,0,0,40, Private, Assoc-voc, Widowed, Tech-support, Unmarried, Black, Female, United-States,0
11918,27,0,0,40, Private, HS-grad, Married-AF-spouse, Craft-repair, Husband, White, Male, United-States,0
11496,22,0,0,10, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male, United-States,0
15154,32,0,0,40, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Female, United-States,0
7329,33,0,0,50, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
16334,53,0,0,50, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Male, United-States,1
26896,47,0,0,38, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, Germany,1
29489,36,0,0,55, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
25491,68,0,2377,42, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, ?,1
251,42,0,0,40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States,1
10894,71,0,0,40, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, United-States,0
25015,44,0,0,35, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female, United-States,0
16593,61,0,1887,40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
30531,56,0,0,30, Private, 7th-8th, Never-married, Other-service, Own-child, White, Female, United-States,0
10373,27,0,0,50, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States,0
27244,33,0,0,19, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, India,1
21652,31,0,2415,40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States,1
15792,34,0,1485,35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, ?,1
22218,46,0,1590,43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
21245,40,0,0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
1645,71,0,0,20, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,1
12404,20,0,0,40, Private, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male, United-States,0
32458,36,0,1977,45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
24820,29,0,0,40, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female, United-States,0
6328,20,0,0,40, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, Yugoslavia,0
10176,37,0,0,40, Private, 12th, Separated, Priv-house-serv, Unmarried, Black, Female, United-States,0
4134,38,0,0,48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
18106,31,0,0,40, State-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
15171,57,0,0,40, Private, 5th-6th, Separated, Machine-op-inspct, Not-in-family, White, Female, United-States,0
27097,31,0,0,32, Private, Assoc-voc, Separated, Tech-support, Unmarried, Black, Female, United-States,0
24495,29,0,0,40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
22275,50,99999,0,50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
28433,42,0,1902,55, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, India,1
24068,30,0,0,40, Private, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, White, Male, United-States,1
28483,32,0,0,40, Private, 5th-6th, Married-spouse-absent, Craft-repair, Other-relative, White, Male, El-Salvador,0
27106,32,0,0,45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
16346,22,0,0,40, ?, 7th-8th, Never-married, ?, Unmarried, White, Female, Mexico,0
5670,30,0,0,50, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
5392,63,0,0,25, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female, United-States,0
18485,56,0,0,40, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
10980,54,7688,0,25, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
7986,51,0,0,40, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
23264,18,0,0,20, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States,0
6091,55,0,0,40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
13717,30,0,0,52, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States,0
21113,61,2885,0,40, Local-gov, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,0
23501,29,0,0,44, Private, Assoc-voc, Married-AF-spouse, Farming-fishing, Husband, White, Male, United-States,0
2039,36,0,0,40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
4446,49,0,0,35, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Female, United-States,0
9327,22,0,0,30, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
27190,43,1506,0,36, State-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female, United-States,0
2521,54,0,0,40, ?, Masters, Never-married, ?, Not-in-family, White, Female, United-States,0
24386,62,7298,0,40, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male, United-States,1
23858,41,0,0,50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
6892,37,0,0,40, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male, United-States,0
27077,55,99999,0,37, Private, 9th, Divorced, Craft-repair, Unmarried, White, Female, United-States,1
21984,42,0,0,48, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male, United-States,0
2060,47,0,0,40, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female, United-States,0
14553,37,0,0,30, Self-emp-not-inc, 11th, Divorced, Prof-specialty, Unmarried, Black, Female, United-States,0
8600,31,0,0,40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,0
10061,36,0,0,40, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
8251,49,7430,0,40, State-gov, Masters, Divorced, Prof-specialty, Unmarried, Black, Female, United-States,1
